name	continent	iso_country	iso_region	municipality	iata_code
Barksdale Air Force Base	NA	US	US-LA	Bossier City	BAD
Barnes Municipal Airport	NA	US	US-MA	Westfield/Springfield	BAF
Columbus Municipal Airport	NA	US	US-IN	Columbus	CLU
Battle Mountain Airport	NA	US	US-NV	Battle Mountain	BAM
Benson Municipal Airport	NA	US	US-MN	Benson	BBB
Curtis Field	NA	US	US-TX	Brady	BBD
Marlboro County Jetport H.E. Avent Field	NA	US	US-SC	Bennettsville	BTN
Broken Bow Municipal Airport	NA	US	US-NE	Broken Bow	BBW
Virginia Tech Montgomery Executive Airport	NA	US	US-VA	Blacksburg	BCB
Bryce Canyon Airport	NA	US	US-UT	Bryce Canyon	BCE
Boca Raton Airport	NA	US	US-FL	Boca Raton	BCT
Baudette International Airport	NA	US	US-MN	Baudette	BDE
Blanding Municipal Airport	NA	US	US-UT	Blanding	BDG
Bradley International Airport	NA	US	US-CT	Hartford	BDL
Igor I Sikorsky Memorial Airport	NA	US	US-CT	Bridgeport	BDR
Boulder Municipal Airport	NA	US	US-CO	Boulder	WBU
Beech Factory Airport	NA	US	US-KS	Wichita	BEC
Laurence G Hanscom Field	NA	US	US-MA	Bedford	BED
Southwest Michigan Regional Airport	NA	US	US-MI	Benton Harbor	BEH
Bradford Regional Airport	NA	US	US-PA	Bradford	BFD
Western Neb. Rgnl/William B. Heilig Airport	NA	US	US-NE	Scottsbluff	BFF
Boeing Field King County International Airport	NA	US	US-WA	Seattle	BFI
Meadows Field	NA	US	US-CA	Bakersfield	BFL
Mobile Downtown Airport	NA	US	US-AL	Mobile	BFM
Virgil I Grissom Municipal Airport	NA	US	US-IN	Bedford	BFR
Hutchinson County Airport	NA	US	US-TX	Borger	BGD
Decatur County Industrial Air Park	NA	US	US-GA	Bainbridge	BGE
Greater Binghamton/Edwin A Link field	NA	US	US-NY	Binghamton	BGM
Bangor International Airport	NA	US	US-ME	Bangor	BGR
Hancock County-Bar Harbor Airport	NA	US	US-ME	Bar Harbor	BHB
Birmingham-Shuttlesworth International Airport	NA	US	US-AL	Birmingham	BHM
Block Island State Airport	NA	US	US-RI	Block Island	BID
Beatrice Municipal Airport	NA	US	US-NE	Beatrice	BIE
Biggs Army Air Field (Fort Bliss)	NA	US	US-TX	Fort Bliss/El Paso	BIF
Eastern Sierra Regional Airport	NA	US	US-CA	Bishop	BIH
Billings Logan International Airport	NA	US	US-MT	Billings	BIL
Bismarck Municipal Airport	NA	US	US-ND	Bismarck	BIS
Keesler Air Force Base	NA	US	US-MS	Biloxi	BIX
Rocky Mountain Metropolitan Airport	NA	US	US-CO	Denver	BJC
Bemidji Regional Airport	NA	US	US-MN	Bemidji	BJI
Wayne County Airport	NA	US	US-OH	Wooster	BJJ
Stephens County Airport	NA	US	US-TX	Breckenridge	BKD
Baker City Municipal Airport	NA	US	US-OR	Baker City	BKE
Buckley Air Force Base	NA	US	US-CO	Aurora	BFK
Burke Lakefront Airport	NA	US	US-OH	Cleveland	BKL
Allen C Perkinson Blackstone Army Air Field	NA	US	US-VA	Blackstone	BKT
Raleigh County Memorial Airport	NA	US	US-WV	Beckley	BKW
Brookings Regional Airport	NA	US	US-SD	Brookings	BKX
Mercer County Airport	NA	US	US-WV	Bluefield	BLF
Blythe Airport	NA	US	US-CA	Blythe	BLH
Bellingham International Airport	NA	US	US-WA	Bellingham	BLI
Monmouth Executive Airport	NA	US	US-NJ	Belmar/Farmingdale	BLM
Blue Canyon Nyack Airport	NA	US	US-CA	Emigrant Gap	BLU
Scott AFB/Midamerica Airport	NA	US	US-IL	Belleville	BLV
Brigham City Airport	NA	US	US-UT	Brigham City	BMC
Monroe County Airport	NA	US	US-IN	Bloomington	BMG
Central Illinois Regional Airport at Bloomington-Normal	NA	US	US-IL	Bloomington/Normal	BMI
Berlin Regional Airport	NA	US	US-NH	Berlin	BML
Beaumont Municipal Airport	NA	US	US-TX	Beaumont	BMT
Nashville International Airport	NA	US	US-TN	Nashville	BNA
Banning Municipal Airport	NA	US	US-CA	Banning	BNG
Barnwell Regional Airport	NA	US	US-SC	Barnwell	BNL
Burns Municipal Airport	NA	US	US-OR	Burns	BNO
Boone Municipal Airport	NA	US	US-IA	Boone	BNW
Boise Air Terminal/Gowen field	NA	US	US-ID	Boise	BOI
General Edward Lawrence Logan International Airport	NA	US	US-MA	Boston	BOS
Bartow Municipal Airport	NA	US	US-FL	Bartow	BOW
Big Spring Mc Mahon-Wrinkle Airport	NA	US	US-TX	Big Spring	BGS
Miley Memorial Field	NA	US	US-WY	Big Piney	BPI
Ozark Regional Airport	NA	US	US-AR	Mountain Home	WMH
Bowman Municipal Airport	NA	US	US-ND	Bowman	BWM
Southeast Texas Regional Airport	NA	US	US-TX	Beaumont/Port Arthur	BPT
Brunswick Golden Isles Airport	NA	US	US-GA	Brunswick	BQK
Brainerd Lakes Regional Airport	NA	US	US-MN	Brainerd	BRD
Southeast Iowa Regional Airport	NA	US	US-IA	Burlington	BRL
Brownsville South Padre Island International Airport	NA	US	US-TX	Brownsville	BRO
Samuels Field	NA	US	US-KY	Bardstown	BRY
Skypark Airport	NA	US	US-UT	Bountiful	BTF
W K Kellogg Airport	NA	US	US-MI	Battle Creek	BTL
Bert Mooney Airport	NA	US	US-MT	Butte	BTM
Butler County-K W Scholter Field	NA	US	US-PA	Butler	BTP
Baton Rouge Metropolitan, Ryan Field	NA	US	US-LA	Baton Rouge	BTR
Burlington International Airport	NA	US	US-VT	Burlington	BTV
Beatty Airport	NA	US	US-NV	Beatty	BTY
Cram Field	NA	US	US-NE	Burwell	BUB
Buffalo Niagara International Airport	NA	US	US-NY	Buffalo	BUF
Butler Memorial Airport	NA	US	US-MO	Butler	BUM
Bob Hope Airport	NA	US	US-CA	Burbank	BUR
Beaver County Airport	NA	US	US-PA	Beaver Falls	BFP
Bartlesville Municipal Airport	NA	US	US-OK	Bartlesville	BVO
Batesville Regional Airport	NA	US	US-AR	Batesville	BVX
Beverly Municipal Airport	NA	US	US-MA	Beverly	BVY
Brawley Municipal Airport	NA	US	US-CA	Brawley	BWC
Brownwood Regional Airport	NA	US	US-TX	Brownwood	BWD
Bowling Green Warren County Regional Airport	NA	US	US-KY	Bowling Green	BWG
Baltimore/Washington International Thurgood Marshall Airport	NA	US	US-MD	Baltimore	BWI
Harry Stern Airport	NA	US	US-ND	Wahpeton	WAH
George R Carr Memorial Air Field	NA	US	US-LA	Bogalusa	BXA
Buckeye Municipal Airport	NA	US	US-AZ	Buckeye	BXK
Johnson County Airport	NA	US	US-WY	Buffalo	BYG
Arkansas International Airport	NA	US	US-AR	Blytheville	BYH
Burley Municipal Airport	NA	US	US-ID	Burley	BYI
Bicycle Lake Army Air Field	NA	US	US-CA	Fort Irwin/Barstow	BYS
Bay City Municipal Airport	NA	US	US-TX	Bay City	BBC
Gallatin Field	NA	US	US-MT	Bozeman	BZN
Wexford County Airport	NA	US	US-MI	Cadillac	CAD
Columbia Metropolitan Airport	NA	US	US-SC	Columbia	CAE
Craig Moffat Airport	NA	US	US-CO	Craig	CIG
Akron Canton Regional Airport	NA	US	US-OH	Akron	CAK
Clayton Municipal Airpark	NA	US	US-NM	Clayton	CAO
Caribou Municipal Airport	NA	US	US-ME	Caribou	CAR
Greater Cumberland Regional Airport	NA	US	US-MD	Cumberland	CBE
Council Bluffs Municipal Airport	NA	US	US-IA	Council Bluffs	CBF
Shalz Field	NA	US	US-KS	Colby	CBK
Columbus Air Force Base	NA	US	US-MS	Columbus	CBM
Coffman Cove Seaplane Base	NA	US	US-AK	Coffman Cove	KCC
Cable Airport	NA	US	US-CA	Upland	CCB
Buchanan Field	NA	US	US-CA	Concord	CCR
Northeast Iowa Regional Airport	NA	US	US-IA	Charles City	CCY
Caledonia County Airport	NA	US	US-VT	Lyndonville	LLX
Cedar City Regional Airport	NA	US	US-UT	Cedar City	CDC
Harrell Field	NA	US	US-AR	Camden	CDH
Woodward Field	NA	US	US-SC	Camden	CDN
Chadron Municipal Airport	NA	US	US-NE	Chadron	CDR
Childress Municipal Airport	NA	US	US-TX	Childress	CDS
Essex County Airport	NA	US	US-NJ	Caldwell	CDW
Cessna Aircraft Field	NA	US	US-KS	Wichita	CEA
Jack Mc Namara Field Airport	NA	US	US-CA	Crescent City	CEC
Westover ARB/Metropolitan Airport	NA	US	US-MA	Springfield/Chicopee	CEF
Oconee County Regional Airport	NA	US	US-SC	Clemson	CEU
Mettel Field	NA	US	US-IN	Connersville	CEV
Bob Sikes Airport	NA	US	US-FL	Crestview	CEW
Kyle Oakley Field	NA	US	US-KY	Murray	CEY
Cortez Municipal Airport	NA	US	US-CO	Cortez	CEZ
Coulter Field	NA	US	US-TX	Bryan	CFD
Greenlee County Airport	NA	US	US-AZ	Clifton/Morenci	CFT
Coffeyville Municipal Airport	NA	US	US-KS	Coffeyville	CFV
Cambridge Dorchester Airport	NA	US	US-MD	Cambridge	CGE
Cuyahoga County Airport	NA	US	US-OH	Cleveland	CGF
Cape Girardeau Regional Airport	NA	US	US-MO	Cape Girardeau	CGI
College Park Airport	NA	US	US-MD	College Park	CGS
Lovell Field	NA	US	US-TN	Chattanooga	CHA
Chickasha Municipal Airport	NA	US	US-OK	Chickasha	CHK
Charlottesville Albemarle Airport	NA	US	US-VA	Charlottesville	CHO
Charleston Air Force Base-International Airport	NA	US	US-SC	Charleston	CHS
Chico Municipal Airport	NA	US	US-CA	Chico	CIC
The Eastern Iowa Airport	NA	US	US-IA	Cedar Rapids	CID
Arthur N Neu Airport	NA	US	US-IA	Carroll	CIN
Cairo Regional Airport	NA	US	US-IL	Cairo	CIR
Chippewa County International Airport	NA	US	US-MI	Sault Ste Marie	CIU
Kegelman AF Aux Field	NA	US	US-OK	Cherokee	CKA
North Central West Virginia Airport	NA	US	US-WV	Clarksburg	CKB
Grand Marais Cook County Airport	NA	US	US-MN	Grand Marais	GRM
Fletcher Field	NA	US	US-MS	Clarksdale	CKM
Crookston Municipal Kirkwood Field	NA	US	US-MN	Crookston	CKN
Clarksville–Montgomery County Regional Airport	NA	US	US-TN	Clarksville	CKV
Chignik Lagoon Airport	NA	US	US-AK	Chignik Flats	KCL
Cleveland Hopkins International Airport	NA	US	US-OH	Cleveland	CLE
Clintonville Municipal Airport	NA	US	US-WI	Clintonville	CLI
Clinton Regional Airport	NA	US	US-OK	Clinton	CLK
Easterwood Field	NA	US	US-TX	College Station	CLL
William R Fairchild International Airport	NA	US	US-WA	Port Angeles	CLM
Cliff Hatfield Memorial Airport	NA	US	US-CA	Calipatria	CLR
Chehalis Centralia Airport	NA	US	US-WA	Chehalis	CLS
Charlotte Douglas International Airport	NA	US	US-NC	Charlotte	CLT
Clearwater Air Park	NA	US	US-FL	Clearwater	CLW
Port Columbus International Airport	NA	US	US-OH	Columbus	CMH
University of Illinois Willard Airport	NA	US	US-IL	Champaign/Urbana	CMI
Houghton County Memorial Airport	NA	US	US-MI	Hancock	CMX
Chernofski Harbor Seaplane Base	NA	US	US-AK	Chernofski Harbor	KCN
Claremont Municipal Airport	NA	US	US-NH	Claremont	CNH
Blosser Municipal Airport	NA	US	US-KS	Concordia	CNK
Cavern City Air Terminal	NA	US	US-NM	Carlsbad	CNM
Chino Airport	NA	US	US-CA	Chino	CNO
Chanute Martin Johnson Airport	NA	US	US-KS	Chanute	CNU
TSTC Waco Airport	NA	US	US-TX	Waco	CNW
Canyonlands Field	NA	US	US-UT	Moab	CNY
Yellowstone Regional Airport	NA	US	US-WY	Cody	COD
Coeur D'Alene - Pappy Boyington Field	NA	US	US-ID	Coeur d'Alene	COE
Patrick Air Force Base	NA	US	US-FL	Cocoa Beach	COF
Merritt Island Airport	NA	US	US-FL	Merritt Island	COI
Coleman Municipal Airport	NA	US	US-TX	Coleman	COM
Concord Municipal Airport	NA	US	US-NH	Concord	CON
City of Colorado Springs Municipal Airport	NA	US	US-CO	Colorado Springs	COS
Cotulla-La Salle County Airport	NA	US	US-TX	Cotulla	COT
Columbia Regional Airport	NA	US	US-MO	Columbia	COU
Compton Woodley Airport	NA	US	US-CA	Compton	CPM
Casper-Natrona County International Airport	NA	US	US-WY	Casper	CPR
St Louis Downtown Airport	NA	US	US-IL	Cahokia/St Louis	CPS
Cheraw Municipal Airport/Lynch Bellinger Field	NA	US	US-SC	Cheraw	HCW
Colorado Creek Airport	NA	US	US-AK	Colorado Creek	KCR
Grand Strand Airport	NA	US	US-SC	North Myrtle Beach	CRE
Jacksonville Executive at Craig Airport	NA	US	US-FL	Jacksonville	CRG
Corcoran Airport	NA	US	US-CA	Corcoran	CRO
Corpus Christi International Airport	NA	US	US-TX	Corpus Christi	CRP
Mc Clellan-Palomar Airport	NA	US	US-CA	Carlsbad	CLD
C David Campbell Field Corsicana Municipal Airport	NA	US	US-TX	Corsicana	CRS
Z M Jack Stell Field	NA	US	US-AR	Crossett	CRT
Yeager Airport	NA	US	US-WV	Charleston	CRW
Roscoe Turner Airport	NA	US	US-MS	Corinth	CRX
Columbus Metropolitan Airport	NA	US	US-GA	Columbus	CSG
Clinton Sherman Airport	NA	US	US-OK	Clinton	CSM
Creston Municipal Airport	NA	US	US-IA	Creston	CSQ
Crossville Memorial Whitson Field	NA	US	US-TN	Crossville	CSV
Cut Bank International Airport	NA	US	US-MT	Cut Bank	CTB
Cross City Airport	NA	US	US-FL	Cross City	CTY
Sampson County Airport	NA	US	US-NC	Clinton	CTZ
Jim Hamilton L.B. Owens Airport	NA	US	US-SC	Columbia	CUB
Cushing Municipal Airport	NA	US	US-OK	Cushing	CUH
Cincinnati Northern Kentucky International Airport	NA	US	US-KY	Cincinnati	CVG
Clovis Municipal Airport	NA	US	US-NM	Clovis	CVN
Corvallis Municipal Airport	NA	US	US-OR	Corvallis	CVO
Cannon Air Force Base	NA	US	US-NM	Clovis	CVS
Central Wisconsin Airport	NA	US	US-WI	Mosinee	CWA
Kickapoo Downtown Airport	NA	US	US-TX	Wichita Falls	KIP
Chennault International Airport	NA	US	US-LA	Lake Charles	CWF
Clinton Municipal Airport	NA	US	US-IA	Clinton	CWI
Calexico International Airport	NA	US	US-CA	Calexico	CXL
Lone Star Executive Airport	NA	US	US-TX	Houston	CXO
Carson Airport	NA	US	US-NV	Carson City	CSN
Capital City Airport	NA	US	US-PA	Harrisburg	HAR
Cheyenne Regional Jerry Olson Field	NA	US	US-WY	Cheyenne	CYS
Davison Army Air Field	NA	US	US-VA	Fort Belvoir	DAA
Daytona Beach International Airport	NA	US	US-FL	Daytona Beach	DAB
Barstow Daggett Airport	NA	US	US-CA	Daggett	DAG
Dallas Love Field	NA	US	US-TX	Dallas	DAL
Danville Regional Airport	NA	US	US-VA	Danville	DAN
James M Cox Dayton International Airport	NA	US	US-OH	Dayton	DAY
W H 'Bud' Barron Airport	NA	US	US-GA	Dublin	DBN
Dubuque Regional Airport	NA	US	US-IA	Dubuque	DBQ
Ronald Reagan Washington National Airport	NA	US	US-DC	Washington	DCA
Pryor Field Regional Airport	NA	US	US-AL	Decatur	DCU
Dodge City Regional Airport	NA	US	US-KS	Dodge City	DDC
Decatur Airport	NA	US	US-IL	Decatur	DEC
Decorah Municipal Airport	NA	US	US-IA	Decorah	DEH
Denver International Airport	NA	US	US-CO	Denver	DEN
Coleman A. Young Municipal Airport	NA	US	US-MI	Detroit	DET
Defiance Memorial Airport	NA	US	US-OH	Defiance	DFI
Dallas Fort Worth International Airport	NA	US	US-TX	Dallas-Fort Worth	DFW
Douglas Municipal Airport	NA	US	US-AZ	Douglas	DGL
Converse County Airport	NA	US	US-WY	Douglas	DGW
Dothan Regional Airport	NA	US	US-AL	Dothan	DHN
Dalhart Municipal Airport	NA	US	US-TX	Dalhart	DHT
Dickinson Theodore Roosevelt Regional Airport	NA	US	US-ND	Dickinson	DIK
Chautauqua County-Dunkirk Airport	NA	US	US-NY	Dunkirk	DKK
Dillon County Airport	NA	US	US-SC	Dillon	DLL
Laughlin Air Force Base	NA	US	US-TX	Del Rio	DLF
Duluth International Airport	NA	US	US-MN	Duluth	DLH
Dillon Airport	NA	US	US-MT	Dillon	DLN
Columbia Gorge Regional the Dalles Municipal Airport	NA	US	US-OR	The Dalles	DLS
Davis Monthan Air Force Base	NA	US	US-AZ	Tucson	DMA
Deming Municipal Airport	NA	US	US-NM	Deming	DMN
Sedalia Memorial Airport	NA	US	US-MO	Sedalia	DMO
Daniel Field	NA	US	US-GA	Augusta	DNL
Dalton Municipal Airport	NA	US	US-GA	Dalton	DNN
Denison Municipal Airport	NA	US	US-IA	Denison	DNS
Vermilion Regional Airport	NA	US	US-IL	Danville	DNV
Dover Air Force Base	NA	US	US-DE	Dover	DOV
Kandep Airport	OC	PG	PG-EPW	Kandep	KDP
Dupage Airport	NA	US	US-IL	Chicago/West Chicago	DPA
Michael AAF (Dugway Proving Ground) Airport	NA	US	US-UT	Dugway Proving Ground	DPG
Kamberatoro Airport	OC	PG	PG-SAN	Kamberatoro Mission	KDQ
Beauregard Regional Airport	NA	US	US-LA	De Ridder	DRI
Drummond Island Airport	NA	US	US-MI	Drummond Island	DRE
Durango La Plata County Airport	NA	US	US-CO	Durango	DRO
Del Rio International Airport	NA	US	US-TX	Del Rio	DRT
Des Moines International Airport	NA	US	US-IA	Des Moines	DSM
Dansville Municipal Airport	NA	US	US-NY	Dansville	DSV
Delta Municipal Airport	NA	US	US-UT	Delta	DTA
Detroit Lakes Airport - Wething Field	NA	US	US-MN	Detroit Lakes	DTL
Shreveport Downtown Airport	NA	US	US-LA	Shreveport	DTN
Destin Fort Walton Beach Airport	NA	US	US-FL	Destin	DSI
Detroit Metropolitan Wayne County Airport	NA	US	US-MI	Detroit	DTW
Eaker Field	NA	US	US-OK	Durant	DUA
Halliburton Field	NA	US	US-OK	Duncan	DUC
Bisbee Douglas International Airport	NA	US	US-AZ	Douglas Bisbee	DUG
DuBois Regional Airport	NA	US	US-PA	Dubois	DUJ
Devils Lake Regional Airport	NA	US	US-ND	Devils Lake	DVL
Davenport Municipal Airport	NA	US	US-IA	Davenport	DVN
Phoenix Deer Valley Airport	NA	US	US-AZ	Phoenix	DVT
Wright Field	NA	US	US-OH	Dayton	DWF
David Wayne Hooks Memorial Airport	NA	US	US-TX	Houston	DWH
Danbury Municipal Airport	NA	US	US-CT	Danbury	DXR
Doylestown Airport	NA	US	US-PA	Doylestown	DYL
Dyess Air Force Base	NA	US	US-TX	Abilene	DYS
Crane County Airport	NA	US	US-TX	Crane	CCG
Ohkay Owingeh Airport	NA	US	US-NM	Espanola	ESO
Bagdad Airport	NA	US	US-AZ	Bagdad	BGT
Kearney Regional Airport	NA	US	US-NE	Kearney	EAR
Pangborn Memorial Airport	NA	US	US-WA	Wenatchee	EAT
Chippewa Valley Regional Airport	NA	US	US-WI	Eau Claire	EAU
Nanwalek Airport	NA	US	US-AK	Nanwalek	KEB
Webster City Municipal Airport	NA	US	US-IA	Webster City	EBS
Elizabeth City Regional Airport & Coast Guard Air Station	NA	US	US-NC	Elizabeth City	ECG
Northwest Florida Beaches International Airport	NA	US	US-FL	Panama City Beach	ECP
Northeastern Regional Airport	NA	US	US-NC	Edenton	EDE
Enterprise Municipal Airport	NA	US	US-AL	Enterprise	ETS
Needles Airport	NA	US	US-CA	Needles	EED
Dillant Hopkins Airport	NA	US	US-NH	Keene	EEN
Ellington Airport	NA	US	US-TX	Houston	EFD
Newport State Airport	NA	US	US-VT	Newport	EFK
Jefferson Municipal Airport	NA	US	US-IA	Jefferson	EFW
Keglsugl Airport	OC	PG	PG-CPK	Denglagu Mission	KEG
Eagle County Regional Airport	NA	US	US-CO	Eagle	EGE
Duke Field	NA	US	US-FL	Crestview	EGI
Eagle River Union Airport	NA	US	US-WI	Eagle River	EGV
Ekwok Airport	NA	US	US-AK	Ekwok	KEK
Murray Field	NA	US	US-CA	Eureka	EKA
Elkhart Municipal Airport	NA	US	US-IN	Elkhart	EKI
Elkins-Randolph Co-Jennings Randolph Field	NA	US	US-WV	Elkins	EKN
Elko Regional Airport	NA	US	US-NV	Elko	EKO
Addington Field	NA	US	US-KY	Elizabethtown	EKX
Eagle Lake Airport	NA	US	US-TX	Eagle Lake	ELA
South Arkansas Regional At Goodwin Field	NA	US	US-AR	El Dorado	ELD
Elk City Regional Business Airport	NA	US	US-OK	Elk City	ELK
Elmira Corning Regional Airport	NA	US	US-NY	Elmira/Corning	ELM
Bowers Field	NA	US	US-WA	Ellensburg	ELN
Ely Municipal Airport	NA	US	US-MN	Ely	LYU
El Paso International Airport	NA	US	US-TX	El Paso	ELP
Ely Airport Yelland Field	NA	US	US-NV	Ely	ELY
Wellsville Municipal Arpt,Tarantine Field	NA	US	US-NY	Wellsville	ELZ
Kemmerer Municipal Airport	NA	US	US-WY	Kemmerer	EMM
Emporia Municipal Airport	NA	US	US-KS	Emporia	EMP
El Monte Airport	NA	US	US-CA	El Monte	EMT
Vance Air Force Base	NA	US	US-OK	Enid	END
Centralia Municipal Airport	NA	US	US-IL	Centralia	ENL
Wendover Airport	NA	US	US-UT	Wendover	ENV
Kenosha Regional Airport	NA	US	US-WI	Kenosha	ENW
Keokuk Municipal Airport	NA	US	US-IA	Keokuk	EOK
Ephrata Municipal Airport	NA	US	US-WA	Ephrata	EPH
Captain Jack Thomas El Dorado Airport	NA	US	US-KS	El Dorado	EDK
Erie International Tom Ridge Field	NA	US	US-PA	Erie	ERI
Errol Airport	NA	US	US-NH	Errol	ERR
Kerrville Municipal Louis Schreiner Field	NA	US	US-TX	Kerrville	ERV
Delta County Airport	NA	US	US-MI	Escanaba	ESC
Esler Regional Airport	NA	US	US-LA	Alexandria	ESF
Easton Newnam Field	NA	US	US-MD	Easton	ESN
Estherville Municipal Airport	NA	US	US-IA	Estherville	EST
Easton State Airport	NA	US	US-WA	Easton	ESW
West Bend Municipal Airport	NA	US	US-WI	West Bend	ETB
Eastland Municipal Airport	NA	US	US-TX	Eastland	ETN
Weedon Field	NA	US	US-AL	Eufaula	EUF
Mahlon Sweet Field	NA	US	US-OR	Eugene	EUG
Eveleth Virginia Municipal Airport	NA	US	US-MN	Eveleth	EVM
Evansville Regional Airport	NA	US	US-IN	Evansville	EVV
Evanston-Uinta County Airport-Burns Field	NA	US	US-WY	Evanston	EVW
New Bedford Regional Airport	NA	US	US-MA	New Bedford	EWB
Newton City-County Airport	NA	US	US-KS	Newton	EWK
Coastal Carolina Regional Airport	NA	US	US-NC	New Bern	EWN
Newark Liberty International Airport	NA	US	US-NJ	Newark	EWR
Kanabea Airport	OC	PG	PG-GPK	Kanabea	KEX
Key West International Airport	NA	US	US-FL	Key West	EYW
Wilbarger County Airport	NA	US	US-TX	Vernon	WIB
French Valley Airport	NA	US	US-CA	Murrieta/Temecula	RBK
Felker Army Air Field	NA	US	US-VA	Fort Eustis	FAF
Farmington Regional Airport	NA	US	US-MO	Farmington	FAM
Hector International Airport	NA	US	US-ND	Fargo	FAR
Fresno Yosemite International Airport	NA	US	US-CA	Fresno	FAT
Fayetteville Regional Grannis Field	NA	US	US-NC	Fayetteville	FAY
Simmons Army Air Field	NA	US	US-NC	Fort Bragg	FBG
Faribault Municipal Airport	NA	US	US-MN	Faribault	FBL
Fort Bridger Airport	NA	US	US-WY	Fort Bridger	FBR
Fairbury Municipal Airport	NA	US	US-NE	Fairbury	FBY
Fresno Chandler Executive Airport	NA	US	US-CA	Fresno	FCH
Flying Cloud Airport	NA	US	US-MN	Minneapolis	FCM
Butts AAF (Fort Carson) Air Field	NA	US	US-CO	Fort Carson	FCS
Vagabond Army Heliport	NA	US	US-WA	Yakima	FCT
Forrest City Municipal Airport	NA	US	US-AR	Forrest City	FCY
Frederick Municipal Airport	NA	US	US-MD	Frederick	FDK
Frederick Regional Airport	NA	US	US-OK	Frederick	FDR
Findlay Airport	NA	US	US-OH	Findlay	FDY
Albertus Airport	NA	US	US-IL	Freeport	FEP
Fremont Municipal Airport	NA	US	US-NE	Fremont	FET
First Flight Airport	NA	US	US-NC	Kill Devil Hills	FFA
Fairfield Municipal Airport	NA	US	US-IA	Fairfield	FFL
Fergus Falls Municipal Airport - Einar Mickelson Field	NA	US	US-MN	Fergus Falls	FFM
Wright-Patterson Air Force Base	NA	US	US-OH	Dayton	FFO
Capital City Airport	NA	US	US-KY	Frankfort	FFT
Falcon Field	NA	US	US-AZ	Mesa	MSC
Friday Harbor Airport	NA	US	US-WA	Friday Harbor	FRD
Sierra Vista Municipal Libby Army Air Field	NA	US	US-AZ	Fort Huachuca Sierra Vista	FHU
Venango Regional Airport	NA	US	US-PA	Franklin	FKL
Franklin Municipal-John Beverly Rose Airport	NA	US	US-VA	Franklin	FKN
Fond du Lac County Airport	NA	US	US-WI	Fond du Lac	FLD
Flagstaff Pulliam Airport	NA	US	US-AZ	Flagstaff	FLG
Fort Lauderdale Hollywood International Airport	NA	US	US-FL	Fort Lauderdale	FLL
Florence Regional Airport	NA	US	US-SC	Florence	FLO
Marion County Regional Airport	NA	US	US-AR	Flippin	FLP
Sherman Army Air Field	NA	US	US-KS	Fort Leavenworth	FLV
Fallon Municipal Airport	NA	US	US-NV	Fallon	FLX
Tipton Airport	NA	US	US-MD	Fort Meade(Odenton)	FME
Cape Cod Coast Guard Air Station	NA	US	US-MA	Falmouth	FMH
Four Corners Regional Airport	NA	US	US-NM	Farmington	FMN
Page Field	NA	US	US-FL	Fort Myers	FMY
Fort Collins Loveland Municipal Airport	NA	US	US-CO	Fort Collins/Loveland	FNL
Bishop International Airport	NA	US	US-MI	Flint	FNT
Fort Dodge Regional Airport	NA	US	US-IA	Fort Dodge	FOD
Topeka Regional Airport - Forbes Field	NA	US	US-KS	Topeka	FOE
Francis S Gabreski Airport	NA	US	US-NY	Westhampton Beach	FOK
Fillmore Municipal Airport	NA	US	US-UT	Fillmore	FIL
St Lucie County International Airport	NA	US	US-FL	Fort Pierce	FPR
Republic Airport	NA	US	US-NY	Farmingdale	FRG
French Lick Municipal Airport	NA	US	US-IN	French Lick	FRH
Marshall Army Air Field	NA	US	US-KS	Fort Riley(Junction City)	FRI
Fairmont Municipal Airport	NA	US	US-MN	Fairmont	FRM
Front Royal Warren County Airport	NA	US	US-VA	Front Royal	FRR
Joe Foss Field Airport	NA	US	US-SD	Sioux Falls	FSD
Henry Post Army Air Field (Fort Sill)	NA	US	US-OK	Fort Sill	FSI
Fort Scott Municipal Airport	NA	US	US-KS	Fort Scott	FSK
Fort Smith Regional Airport	NA	US	US-AR	Fort Smith	FSM
Fort Stockton Pecos County Airport	NA	US	US-TX	Fort Stockton	FST
Fort Sumner Municipal Airport	NA	US	US-NM	Fort Sumner	FSU
Fort Madison Municipal Airport	NA	US	US-IA	Fort Madison	FMS
Godman Army Air Field	NA	US	US-KY	Fort Knox	FTK
Fort Worth Meacham International Airport	NA	US	US-TX	Fort Worth	FTW
Fulton County Airport Brown Field	NA	US	US-GA	Atlanta	FTY
Fullerton Municipal Airport	NA	US	US-CA	Fullerton	FUL
Northern Aroostook Regional Airport	NA	US	US-ME	Frenchville	WFK
Fort Wayne International Airport	NA	US	US-IN	Fort Wayne	FWA
Fort Lauderdale Executive Airport	NA	US	US-FL	Fort Lauderdale	FXE
Forest City Municipal Airport	NA	US	US-IA	Forest City	FXY
Fayetteville Municipal Airport	NA	US	US-TN	Fayetteville	FYM
Drake Field	NA	US	US-AR	Fayetteville	FYV
Gage Airport	NA	US	US-OK	Gage	GAG
Montgomery County Airpark	NA	US	US-MD	Gaithersburg	GAI
Great Bend Municipal Airport	NA	US	US-KS	Great Bend	GBD
Galesburg Municipal Airport	NA	US	US-IL	Galesburg	GBG
Walter J. Koladza Airport	NA	US	US-MA	Great Barrington	GBR
Gillette Campbell County Airport	NA	US	US-WY	Gillette	GCC
Grant Co Regional/Ogilvie Field	NA	US	US-OR	John Day	JDA
